,feature,class_label
1493,"[-2.1064281e-04 -4.8756599e-05  1.5354156e-04 ...  9.3492270e-03
  7.1574450e-03  5.0756931e-03]",drilling
1494,"[ 0.00206494  0.00312316  0.00384927 ... -0.00635362 -0.00654769
 -0.00550961]",drilling
1495,"[ 3.2137632e-03  1.5745163e-03  8.3088875e-05 ... -5.3083897e-04
  1.3798475e-03  3.3947229e-03]",drilling
1496,"[-0.00345361 -0.00074196  0.00221443 ... -0.00838852 -0.00540686
 -0.0028187 ]",drilling
1497,"[ 0.00571966  0.00847292  0.01162732 ... -0.01982403 -0.01801896
 -0.01628351]",drilling
1498,"[-0.0010221  -0.00027025 -0.00060701 ...  0.00360978  0.00808048
  0.01125717]",drilling
1499,[1994.5 2073.5 2162.5 ...   -9.5  -67.5 -143.5],street_music
1500,[-652.5 -673.5 -696.  ...  478.5  482.   453.5],street_music
1501,[  22.5   26.    27.5 ... -452.5 -498.5 -513. ],street_music
1502,[-869.  -842.5 -748.5 ...  538.5  597.5  645. ],street_music
1503,[-795.  -654.5 -530.  ...  202.5  149.5   94. ],street_music
1504,[   82.5   133.5   235.5 ... -1694.  -1349.5 -1024.5],street_music
1505,[ -89.5  114.5   16.  ... 1992.5 1813.5 1510. ],air_conditioner
1506,[ 579.   329.   -19.  ... 1255.5 1752.  2222.5],air_conditioner
1507,[ 1428.    760.5   -41.  ...   139.   -678.  -1400. ],air_conditioner
1508,[   0.  -324.  -826.5 ... -583.  -315.  -143. ],air_conditioner
1509,[-1958.  -2328.  -2484.  ...  -348.   -709.5 -1046. ],air_conditioner
1510,[  -3.   115.5  213.5 ... -615.  -443.5  -41.5],air_conditioner
1511,[-1283.  -1362.5 -1259.  ...   266.5   571.    886. ],air_conditioner
1512,[  516.   1107.5  1602.  ... -1490.  -1819.  -1931.5],air_conditioner
1513,[1073.  1039.5  784.  ... -239.   -92.5  -82. ],air_conditioner
1514,[-1881.  -1818.5 -1815.  ...   489.5   914.   1354. ],air_conditioner
1515,[1049.   470.   -83.  ...  -11.   128.5  174. ],air_conditioner
1516,[ 2654.   2998.5  3208.  ... -2271.5 -3019.  -3775. ],air_conditioner
1517,[  179.5   252.5   505.  ... -1246.5 -1009.5  -797. ],air_conditioner
1518,[-4488.5 -5152.5 -5704.  ... -1611.  -1365.  -1113. ],air_conditioner
1519,[-508.  -164.   193.  ... -407.5 -302.5 -119. ],air_conditioner
1520,[ -982.5 -1015.5 -1133.  ...   217.5  -282.   -697.5],air_conditioner
1521,[ 173.   492.5  750.5 ... 2323.5 2176.5 1887.5],air_conditioner
1522,[-1050.5 -1383.  -1665.5 ...   284.    188.    133. ],air_conditioner
1523,[-1606.  -1605.5 -1704.5 ... -6271.  -6154.5 -6195. ],car_horn
1524,[1055.5 1319.5 1051.  ...  729.   760.   809.5],car_horn
1525,[-4430.  -3991.5 -4424.  ... -6468.5 -6876.  -7244.5],car_horn
1526,[ 4737.5  4754.5  4727.  ... -8621.  -8660.5 -8754. ],car_horn
1527,[  5.5   5.5   2.5 ... -28.  -21.5 -12.5],siren
1528,[  33.5   29.5   26.  ... -181.5 -178.  -170.5],siren
1529,[  83.    68.    52.  ... -379.5 -356.5 -326.5],siren
1530,[127.  122.5 121.5 ... -28.5  -4.   23. ],siren
1531,[-295.5 -272.5 -242.  ...  509.5  487.   461.5],siren
1532,[42.5 55.  58.5 ...  9.  11.5 10. ],siren
1533,[151.5 176.  196.  ...  39.   32.   31. ],siren
1534,[  0.    0.    0.  ... 308.  307.  305.5],street_music
1535,[  871.5   854.    792.  ... -2433.5 -2297.  -2234.5],street_music
1536,[ -863.5  -755.   -635.  ... -1688.  -1486.5 -1299. ],street_music
1537,[1999.  2082.  2062.5 ... -600.5 -669.  -720.5],street_music
1538,[-1120.   -912.   -787.5 ...   919.5   978.    759. ],street_music
1539,[-499.5 -501.5 -547.  ...  626.5  580.   585.5],street_music
1540,[ 0.  0.  0. ... -1. -1.  0.],car_horn
1541,[1. 1. 1. ... 0. 0. 1.],car_horn
1542,[0. 0. 0. ... 0. 0. 0.],car_horn
1543,[-646. -649. -626. ... -352. -394. -426.],children_playing
1544,[  307.   332.   346. ... -1838. -1868. -1886.],children_playing
1545,[ 810.  819.  833. ... -414. -428. -437.],children_playing
1546,[302. 278. 265. ... 297. 301. 308.],children_playing
1547,[ 402.  400.  383. ...  -60.  -89. -117.],children_playing
1548,[ 51.  49.  36. ... -11. -51. -59.],children_playing
1549,[  242.   262.   265. ... -1207. -1197. -1192.],children_playing
1550,[ 514.   309.5  195.5 ... 2268.  2312.5 2251.5],jackhammer
1551,[ 243.5  -13.5 -562.  ... -696.5 -544.5 -335. ],jackhammer
1552,[ -798.  -1254.  -1527.5 ...  -113.5   151.5   418.5],jackhammer
1553,[ -188.5  -125.   -140.  ... -1994.5 -1859.5 -1698. ],jackhammer
1554,[ 391.5  871.  1179.5 ...  987.5  937.5  879.5],jackhammer
1555,[-479.    13.5  609.  ... 3906.  4398.5 4590. ],jackhammer
1556,[-7637.5 -7716.  -7570.  ...   749.    891.5  1037.5],jackhammer
1557,[1872.5 1867.5 1890.5 ... -588.  -731.  -728. ],jackhammer
1558,[4224.5 3949.  3623.5 ... -906.  -871.  -892.5],jackhammer
1559,[ -648.   -779.5  -954.  ... -1658.  -1093.5  -884. ],jackhammer
1560,[ -161.   -444.5  -826.5 ... -1437.5  -923.   -566. ],jackhammer
1561,[ 1272.5  1119.    887.5 ... -1925.  -2106.5 -2264. ],jackhammer
1562,[-334.5  561.5 1542.  ... 2294.5 1555.5  436. ],jackhammer
1563,[ -623.5 -1084.5 -1385.  ... -1327.5 -1267.5 -1202. ],jackhammer
1564,[-1376.5 -1368.  -1424.  ...  2939.   1676.    954. ],jackhammer
1565,[ -357.  -1014.5 -1521.  ...  1794.5  1806.   1881.5],jackhammer
1566,[ -60.  -170.  -113.5 ...  445.   727.   993. ],jackhammer
1567,[ 43.5 210.5 425.5 ... 552.5 610.  784. ],jackhammer
1568,[-1185.  -1393.5 -1123.  ...   375.    587.    523. ],jackhammer
1569,"[ 8.7000e+02  5.6650e+02  5.0000e+00 ... -4.5545e+03 -4.4855e+03
 -5.1295e+03]",jackhammer
1570,[-347.5 -214.   -61.  ...  613.5  501.   535. ],jackhammer
1571,[ 157.5  283.   205.5 ... 1153.5  937.   666.5],jackhammer
1572,[ 1441.5  1367.5  1128.5 ... -3066.  -2464.5 -1982. ],jackhammer
1573,[-1589.5 -1690.  -1659.5 ...  -992.5  -883.   -818.5],jackhammer
1574,[1397.  1468.  1532.5 ... -417.5 -422.  -398. ],jackhammer
1575,[ 218.  -174.5 -504.5 ... 1194.   748.5  348.5],jackhammer
1576,[-1720.  -2015.5 -2282.5 ... -1224.  -1084.   -853.5],jackhammer
1577,[ 365.5  623.   727.5 ... 1620.  1489.5 1085. ],jackhammer
1578,[-496.   -92.   317.  ... 2857.5 3540.  4267.5],jackhammer
1579,[ -382.5 -1217.5 -1791.  ...   979.   1304.5   335. ],children_playing
1580,[1049.   250.  -163.5 ... 4685.5 4999.  5456.5],children_playing
1581,[673.5  59.5 411.5 ... 210.  266.   69.5],children_playing
1582,[  559.    334.5   133.  ... -1115.5 -1156.5 -1275.5],children_playing
1583,[-626.5 -598.5 -594.5 ... 1098.  1041.5 1113.5],children_playing
1584,[5647.  4680.  3970.  ... 3069.5 3300.5 2343. ],children_playing
1585,[ 251.5  111.    39.  ... -927.5 -588.5 -504. ],children_playing
1586,[ -151.5  -135.5  -122.  ... -2903.5 -3560.  -4229.5],siren
1587,[ 589.   445.5  324.5 ... -895.5 -680.5 -425.5],siren
1588,[-4834.  -5258.  -5664.5 ...  3032.5  3389.   3698. ],siren
1589,[ -232.5   -57.    182.5 ... -2271.5 -2132.  -1714. ],siren
1590,[3963.  4158.5 4251.  ...  858.5  680.    47.5],siren
1591,[-1020.5  -690.   -623.5 ... -7842.5 -5174.  -3406.5],siren
1592,[ -959.  -1306.   -932.  ... -3241.5 -3839.  -3943.5],siren
1593,[-1900.    364.   2547.  ...  1112.5   739.    427. ],siren
1594,[-3698.  -3559.  -3843.  ...  -233.   -162.   -104.5],siren
1595,[-126.5   28.   165.5 ... -790.5 -775.5 -770. ],street_music
1596,[-2625.  -2305.  -1951.  ...   576.    495.    329.5],street_music
1597,[5029.  4908.5 4721.5 ...  279.   244.   322. ],street_music
1598,[-232.5 -287.5 -338.  ... 1517.  2008.5 2491.5],street_music
1599,[1240.5 1224.5 1177.5 ...  338.5  338.5  241.5],street_music
1600,[-1758.5 -1718.  -1547.  ... -2465.  -2467.  -2487. ],street_music
1601,[  0.    0.    0.  ... 465.  462.5 563. ],air_conditioner
1602,[2442.  2372.5 2177.  ...  809.   963.   968.5],air_conditioner
1603,[-1026.5 -1053.  -1058.  ...  -186.   -223.   -258. ],air_conditioner
1604,[182.  181.5 203.  ... 342.  356.  353.5],air_conditioner
1605,[-279.5 -281.  -281.  ...  -68.   -60.   -60.5],air_conditioner
1606,[ 703.5  726.5  734.  ... -539.  -458.5 -450. ],air_conditioner
1607,[ 907.5  925.  1110.  ... -802.  -856.  -893.5],air_conditioner
1608,[-553.5 -657.5 -712.  ... 1089.5 1116.  1146. ],air_conditioner
1609,[-876.  -823.  -841.  ... 1101.5 1201.  1278.5],air_conditioner
1610,[ 1120.   1023.   1024.  ... -3174.5 -3153.  -3101. ],air_conditioner
1611,[1322.5 1371.  1382.5 ...  803.5  752.5  665.5],air_conditioner
1612,[-2987.  -2821.  -2691.  ...  -965.  -1005.5 -1022. ],air_conditioner
1613,[648.  659.5 638.  ... 134.5 161.  183.5],air_conditioner
1614,[ 452.   491.   533.5 ... -354.5 -274.5 -358. ],children_playing
1615,[1738.5 1781.5 1848.5 ...  365.   333.5  276. ],children_playing
1616,[-651.  -702.5 -721.  ...  228.   122.5   32.5],children_playing
1617,[ 1290.5  1288.   1294.  ... -1290.  -1168.5 -1016.5],children_playing
1618,[-1994.  -1913.  -1842.  ... -1059.  -1105.5 -1145. ],children_playing
1619,[ -13.5   -7.    13.5 ... -430.  -429.5 -481. ],children_playing
1620,[-387.  -299.  -222.  ...  216.5  197.   152. ],children_playing
1621,[ -6.5   3.5   9.  ... 926.5 706.5 486.5],drilling
1622,[1898.  1705.5 1344.5 ... 1361.  1732.  2027.5],drilling
1623,[ 421.   551.5  771.  ... -492.5 -306.5 -123. ],drilling
1624,[-372.  -346.5 -321.5 ... 1317.5 1121.5  940.5],drilling
1625,[ 3256.   3094.5  2835.  ... -4754.5 -4679.  -4053.5],drilling
1626,[   0.    0.    0. ... 1619. 1467. 1306.],drilling
1627,"[ 0.0000e+00 -5.0000e-01  5.0000e-01 ...  4.3995e+03  4.6285e+03
  4.7610e+03]",drilling
1628,[  64.    64.5   61.  ... 1902.5 1793.5 1219. ],drilling
1629,[-759.  -128.   873.  ... 1615.5 1282.5  939. ],drilling
1630,[  0.    0.    0.  ... -15.5 -24.  -29.5],drilling
1631,[53.  48.  51.  ... 34.  27.  17.5],drilling
1632,[ 70.   57.5  39.  ...   5.   -6.  -21.5],drilling
1633,[ 51.5  66.5  81.5 ... -17.  -20.5 -16. ],drilling
1634,[-32.5 -44.5 -54.  ...  10.   11.    9. ],drilling
1635,[ 97.5 110.  115.  ...  -1.   -2.   -3.5],drilling
1636,[ 0.   0.   0.  ... -3.  -3.  -4.5],drilling
1637,[ -1.    0.    0.  ... -11.5 -16.5 -19.5],drilling
1638,[41.5 40.5 39.5 ... 36.5 24.5 13. ],drilling
1639,[ -8.5  -6.5  -3.5 ...  -7.   -9.5 -13.5],drilling
1640,[-14.  -12.5  -9.5 ...  12.5  11.5  10.5],drilling
1641,[   0.     0.     0.  ... -196.5 -197.  -148. ],drilling
1642,"[-5.0000e-01  0.0000e+00  0.0000e+00 ...  3.7650e+03  3.6790e+03
  3.6275e+03]",engine_idling
1643,[ 1372.5  2562.5  3553.5 ... -4340.5 -2797.5 -1526. ],engine_idling
1644,[3843.5 4304.  5035.  ... -345.  -287.5 -308.5],engine_idling
1645,[ -586.    117.    784.5 ... 11100.5 12246.  13239. ],engine_idling
1646,"[ 5.0000e-01 -4.6500e+01 -1.9600e+02 ...  1.2165e+03  1.4795e+03
  1.8045e+03]",engine_idling
1647,[-3740.5 -5953.5 -8037.  ... -3934.5 -4649.  -5277. ],engine_idling
1648,[-1594.5 -1342.  -1013.5 ... -1715.  -1539.  -1315.5],engine_idling
1649,[-5814.  -6167.  -6341.5 ... -1222.   -778.   -435. ],engine_idling
1650,[-1116.5 -1121.5 -1409.  ... -8315.  -7601.5 -6865.5],engine_idling
1651,[-244.5 -246.  -382.  ... -456.  -142.   224.5],engine_idling
1652,[ 821.5  985.  1087.5 ... -664.5 -693.  -688.5],engine_idling
1653,[2464.  2476.5 2509.  ...  341.   415.5  490. ],engine_idling
1654,[ 1255.   1283.5  1304.5 ... -1438.5 -1453.  -1454.5],engine_idling
1655,[-4582.  -4532.5 -4491.  ... -1500.  -1464.  -1435.5],engine_idling
1656,[  566.5   647.    720.5 ... -3397.5 -3395.5 -3399.5],engine_idling
1657,[-1444.  -1437.5 -1436.  ...  1149.5  1199.   1240. ],engine_idling
1658,[-3415.  -3415.5 -3407.  ... -1511.  -1493.5 -1464. ],engine_idling
1659,[1301.  1375.  1429.5 ... 3290.5 3280.  3258. ],engine_idling
1660,[-1454.  -1435.  -1414.5 ...  2177.   2166.   2147. ],engine_idling
1661,[ 3240.5  3225.5  3217.  ... -5153.  -5179.5 -5204.5],engine_idling
1662,[ 2130.5  2122.5  2116.5 ... -4645.5 -4630.  -4612.5],engine_idling
1663,[-5235.  -5276.  -5303.  ... -4876.  -4883.5 -4903.5],engine_idling
1664,[ 0.000e+00  1.000e+00  2.000e+00 ... -3.225e+02 -1.137e+03  1.585e+02],air_conditioner
1665,[ -808.5 -1639.  -2272.  ...   841.5   952.5  1317.5],air_conditioner
1666,[ 4049.   3872.   3311.  ... -6859.5 -7567.  -5863.5],air_conditioner
1667,[-1732.5 -1675.5 -1402.5 ...  2091.5  2007.5  2193. ],air_conditioner
1668,[-4506.  -2875.  -2543.  ... -3718.5 -3752.5 -4115. ],air_conditioner
1669,[ 2281.   1606.5   -36.  ...   -66.5  -359.  -1599. ],air_conditioner
1670,[-5166.  -4895.5 -3025.5 ... -2810.5 -2208.   -822. ],air_conditioner
1671,[-1706.5  -426.5  1248.5 ...   -29.5 -1865.  -2527. ],air_conditioner
1672,[ 318.5 -840.5  130.  ... -491.5 -700.  2058.5],air_conditioner
1673,[1194.   996.  1413.5 ...  995.  1208.5  837.5],air_conditioner
1674,[ 4107.   3966.   2541.  ...  -927.5 -1442.  -1261.5],air_conditioner
1675,[  -43.5  -666.5  -261.  ... -2015.  -2130.5 -3356. ],air_conditioner
1676,[-366.5  463.5  612.  ... -290.  -394.   408. ],air_conditioner
1677,[-2188.    100.   1559.  ... -2176.  -2543.5 -2582. ],air_conditioner
1678,[  175.5  -867.5 -1704.5 ...  2631.   2550.5  3220. ],air_conditioner
1679,[-2319.  -2277.  -1892.5 ...   585.   -327.  -1254.5],air_conditioner
1680,[-107.  -108.5 -111.5 ...  -30.5  -36.5  -41.5],drilling
1681,[292.  329.  302.5 ... -11.5  -4.    4.5],drilling
1682,[-4182.5 -4271.5 -3707.5 ...    55.     58.     66. ],drilling
1683,[396.  351.5 348.  ... -70.5 -66.  -63. ],drilling
1684,[-76. -73. -70. ... -20. -20. -19.],drilling
1685,[-70.  -65.5 -65.  ... 106.   93.   81. ],drilling
1686,[ 305.5  366.   345.5 ...  -53.   -78.  -104.5],drilling
1687,[ -16.5  -10.    -1.  ... -478.  -510.5 -413. ],drilling
1688,[202.  249.  263.  ... -45.5 -54.  -66.5],drilling
1689,[-281.5 -263.  -235.  ... -318.  -147.5 -101. ],drilling
1690,[-3913.  -3554.  -4026.5 ... -1859.  -1926.5 -3055.5],drilling
1691,[-32.5 106.5 174.5 ...  88.5 216.  285.5],drilling
1692,[-3025.5 -2168.5 -1717.  ...  1923.5  1254.5  1158. ],drilling
1693,[ -106.5  -338.   -229.5 ... 12426.  11402.  10081.5],drilling
1694,[-249.     4.   156.5 ...   20.     4.5  -20.5],drilling
1695,[-111.5 -119.  -133.5 ... -126.  -206.5 -176. ],drilling
1696,[6598.5 7159.5 6861.  ... -927.5 -883.5 -712. ],drilling
1697,[ -11.5  -14.   -10.  ... 5341.  8044.5 9706.5],drilling
1698,[ -5.   -4.   -5.  ... -31.5 -39.  -39. ],drilling
1699,[-20.  -26.5 -21.5 ...  30.5  20.5  14. ],drilling
1700,[ 190.   147.5   89.  ... 6521.5 6302.5 5744. ],drilling
1701,[39.5 33.  28.  ... -8.   0.5 14. ],drilling
1702,[18.  17.5 36.  ... -3.  -3.5  1.5],drilling
1703,[  3.   13.   14.  ... 488.5 424.  345.5],drilling
1704,[ -184.5  -172.5  -158.  ... -6777.  -7107.  -7239.5],drilling
1705,[-2380.5 -2183.5  -919.  ...    78.5    76.     80. ],drilling
1706,[ -30.5  -30.5  -36.  ... 2541.  3510.5 4776.5],drilling
1707,[41.  44.  49.5 ... 23.  23.5 26.5],drilling
1708,[-624.  -638.  -637.  ...  279.5  227.   163.5],siren
1709,[ 209.5  209.   210.  ... -190.  -161.5 -143. ],street_music
1710,[-609.5 -617.  -605.5 ... -836.5 -741.5 -605. ],street_music
1711,[ -24.   -35.   -41.5 ... -614.  -617.5 -584.5],street_music
1712,[ 19.   50.   41.5 ... -74.5 -61.5 -11. ],street_music
1713,[456.5 458.  469.5 ... 350.5 389.  382.5],street_music
1714,[ 618.   559.   479.  ... -403.5 -423.  -443.5],street_music
1715,[    0.      0.      0.  ... -1228.  -1188.5 -1140. ],engine_idling
1716,[140.  238.  330.5 ... 760.  690.5 809.5],engine_idling
1717,[-1018.5  -824.   -516.5 ...  3712.5  3705.   3694. ],engine_idling
1718,[1008.5 1147.5 1342.5 ... 1187.  1210.  1183.5],engine_idling
1719,[ 1368.   1399.   1435.  ... -2385.5 -2316.5 -2212.5],engine_idling
1720,[ -137.5  -200.   -244.  ... -1112.  -1221.5 -1312.5],engine_idling
1721,[1995.5 1978.5 1974.5 ... -754.5 -776.  -771. ],engine_idling
1722,[-1467.5 -1535.5 -1618.5 ...   -75.    -19.5   -20. ],engine_idling
1723,[-807.  -824.  -857.5 ... -867.5 -763.  -902. ],engine_idling
1724,[-23.   -1.5 -26.5 ... 320.5 171.  234. ],engine_idling
1725,[1185.  1172.5 1169.  ... 2851.  2865.  2844. ],engine_idling
1726,[-2087.5 -1935.5 -1781.  ...   206.5   189.    125. ],engine_idling
1727,[2867.  2962.  2930.5 ... -402.5 -545.5 -515.5],engine_idling
1728,[  77.    21.   -60.5 ...  974.5 1113.  1254. ],engine_idling
1729,[ -498.   -506.5  -455.5 ... -2132.5 -2077.5 -2024.5],engine_idling
1730,[ 1373.   1506.   1608.5 ...  -807.5  -969.5 -1091.5],engine_idling
1731,[-2056.  -2025.  -2019.  ...    53.5   -50.5  -128. ],engine_idling
1732,[-1205.  -1355.5 -1419.5 ...  1536.   1748.   1940. ],engine_idling
1733,[ 24.5  49.5  29.5 ... 554.  607.  674. ],street_music
1734,[ 497.  440.  482. ... -225. -214. -261.],street_music
1735,[-4853.5 -4601.5 -3885.5 ...   -89.5   -86.    -39.5],street_music
1736,[-1231.5 -1355.  -1325.  ...  5528.   5555.5  5577.5],street_music
1737,[1185.5 1205.5 1146.5 ...  232.   271.   249. ],street_music
1738,[ 126.    13.  -144.5 ...  384.   445.5  497. ],street_music
1739,[   0.     0.     0.  ... 4144.5 4074.  4012. ],air_conditioner
1740,[ 3313.   3261.5  3232.  ... -1069.5 -1175.5 -1165. ],air_conditioner
1741,[-1088.  -1197.  -1281.  ...   322.5   333.5   352. ],children_playing
1742,[ 1706.5  1688.   1671.  ... -4476.5 -4736.5 -4950.5],children_playing
1743,[ -89. -317. -503. ...  -49.  -83. -160.],children_playing
1744,[-5128.  -5290.5 -5421.5 ...  1970.   1929.5  1647. ],children_playing
1745,[-91.5   7.5 260.  ... 359.  384.  410. ],children_playing
1746,[420.  434.5 453.5 ...  45.5  80.5  38.5],children_playing
1747,[257.  196.  123.5 ... 136.   64.  -62.5],children_playing
1748,[-2102.  -2112.  -2118.  ...  -501.5  -527.5  -533.5],car_horn
1749,[  63.5  300.5  504.5 ...  229.   754.  1244.5],car_horn
1750,[  164.   186.   263. ... -1719. -1569. -1427.],street_music
1751,[-488. -627. -700. ...  276.  -34. -285.],street_music
1752,[-1060. -1014.  -967. ...  -144.   -23.    43.],street_music
1753,[  87.  128.  157. ... -703. -538. -435.],street_music
1754,[ 1.134e+03  1.215e+03  1.452e+03 ... -1.610e+02 -1.000e+00  1.670e+02],street_music
1755,[-1391. -1488. -1459. ... -1054. -1297. -1509.],street_music
1756,[ -342.  -578.  -786. ... -1921. -2204. -2542.],street_music
1757,[ -592.5  -415.   -205.  ... -1640.  -1701.5 -1712. ],car_horn
1758,[-867.5 -820.5 -783.  ...   46.5  -26.   -57.5],car_horn
1759,[ 1311.   1518.5  1692.5 ... -1235.  -1216.  -1126.5],car_horn
1760,[-453.   587.  -318.  ... 1173.5 1299.  1265.5],jackhammer
1761,[-365.  -434.5 -562.5 ...  288.5  204.    45. ],jackhammer
1762,[ 224.5  322.5  417.5 ... -374.  -151.    -9.5],jackhammer
1763,[  100.   -811.5 -1147.5 ...  -993.   -817.   -603.5],jackhammer
1764,[1029.5  809.   955.5 ...  480.5  486.   376.5],jackhammer
1765,[-2886.  -1058.5 -2304.  ...  1170.5  1086.    894. ],jackhammer
1766,[ 484.  3451.5 1014.5 ...  283.   162.5    0. ],jackhammer
1767,[ 508.   447.5  359.  ...  202.  -217.    20. ],jackhammer
1768,[-129.5 -255.    26.5 ... -609.5 -469.5  158.5],jackhammer
1769,[1443.  2648.5 3742.5 ...  -54.   -57.    55. ],jackhammer
1770,[-350.  -758.5  -38.  ...  183.   131.5 -282. ],jackhammer
1771,[ 328.  -415.  -413.5 ...  229.5  463.   434. ],jackhammer
1772,[-308.  -255.  -243.  ...  481.5  714.5  423.5],jackhammer
1773,[ 138.5  283.5  428.5 ... -212.5 -219.  -233. ],jackhammer
1774,[-4596.  -5888.5 -5125.  ...   -89.   -214.   -151.5],jackhammer
1775,[ 135.5   -8.5 -183.  ...  596.   554.5  365. ],jackhammer
1776,[-6331.  -4576.  -5255.5 ...   -31.5   341.5   569.5],jackhammer
1777,[140.   39.   95.  ... 938.5 925.  897.5],jackhammer
1778,[ 690.5  358.5  -67.  ...  171.  -139.  -185.5],jackhammer
1779,[ -752.    221.5 -1083.  ...    15.5   -62.    191.5],jackhammer
1780,[  13.  -205.5 -283.5 ... -226.  -315.5 -341. ],jackhammer
1781,[ -567.   -535.5  -263.  ... -1132.  -1266.5 -1590.5],jackhammer
1782,[ 188.  -250.5 -423.  ...  873.5 1192.   932.5],jackhammer
1783,[1201.5 1200.5 1595.  ...   31.   -67.    47.5],jackhammer
1784,[-514.5 -251.   -84.5 ... -338.5 -361.  -109. ],jackhammer
1785,[-178.   185.5  503.  ...  176.    31.5  213.5],jackhammer
1786,[ 580.  -432.5 -805.5 ...  910.   685.   483. ],jackhammer
1787,[ 516.5  273.    -6.5 ... -228.   -95.   108. ],jackhammer
1788,[ 232.5  345.   449.5 ... -297.5 -254.  -649. ],jackhammer
1789,[-312.5  -57.  -378.  ...  976.5  814.   520.5],jackhammer
1790,[1179.  1555.5 1619.  ...  486.   584.   594. ],jackhammer
1791,[0.00015128 0.00014186 0.00013626 ... 0.00014615 0.00015187 0.00015712],dog_bark
1792,[0.00568008 0.00578308 0.00582743 ... 0.00181019 0.00223029 0.00261283],dog_bark
1793,"[-7.3075294e-05 -5.8412552e-05 -5.4717064e-05 ... -5.6302547e-04
 -5.2285194e-04 -4.8816204e-04]",dog_bark
1794,[1242.5 1196.5 1091.5 ...  -82.5    1.5   62.5],children_playing
1795,[ 718.5  936.5 1110.5 ... -170.  -129.5 -135.5],children_playing
1796,[-152.  -183.  -214.  ...  -94.5 -176.5 -392.5],children_playing
1797,[-398.5 -461.5 -571.5 ...  760.   796.5  707.5],children_playing
1798,[-1421.5 -1428.5 -1465.  ...   194.5   158.5    95. ],children_playing
1799,[-1103.  -1338.  -1405.5 ...   711.    612.5   514.5],children_playing
1800,[-1631.  -1621.  -1509.5 ...  1639.5  1591.5  1481. ],children_playing
1801,[ 400.5  295.5  253.5 ...   45.   -92.5 -455.5],children_playing
1802,[-994.  -985.  -935.5 ...  861.5 1016.  1165.5],car_horn
1803,[246.5 244.5 244.5 ... 150.  159.  159. ],street_music
1804,[-259.5 -256.  -260.  ... -229.  -228.  -239. ],street_music
1805,[-308.5 -310.5 -300.  ... -180.5 -191.  -210. ],street_music
1806,[100.  119.5 130.5 ...  98.5  82.5  81. ],street_music
1807,[-109.   -70.   -25.  ...  128.   137.5  137.5],street_music
1808,[-174.  -194.  -214.5 ... -129.5 -144.5 -160. ],street_music
1809,[132.5 113.5  98.5 ...   4.    7.5   8. ],dog_bark
1810,[  146.    154.5   162.5 ... -1563.5 -1636.  -1703. ],dog_bark
1811,[ -12.   -63.5 -113.  ... -209.5 -200.  -176. ],dog_bark
1812,[-136.5 -125.   -96.5 ...  109.   115.5  124.5],dog_bark
1813,[-68.5 -65.  -71.  ... 123.5 138.5 156.5],dog_bark
1814,[-1456.5 -1331.  -1197.5 ...    -8.    -19.5   -34. ],dog_bark
1815,[ -935.   -982.  -1014.  ...  1188.5  1039.    891.5],dog_bark
1816,[776.5 646.  505.  ... -74.  -64.5 -53.5],dog_bark
1817,[   0.     0.     0.  ... 1204.  1153.5 1094.5],dog_bark
1818,[1405.5 1249.  1094.  ...  495.5  496.5  490.5],dog_bark
1819,[ 138.5   80.5   29.  ... -177.  -193.5 -209.5],dog_bark
1820,[-4002.  -4076.5 -4157.  ...   143.    133.5   125.5],dog_bark
1821,[-1691.5  -668.    604.  ... -2418.5 -2460.5 -2176. ],children_playing
1822,[2635.5 2884.  3333.5 ... 1769.5 1668.5 1861. ],children_playing
1823,[  34.5  209.   294.  ... 1782.  1445.  1120. ],children_playing
1824,[ 3494.    565.  -1748.  ... -8726.5 -7581.  -6697. ],children_playing
1825,[12912.  12432.  11787.  ...  1114.5   699.    530. ],children_playing
1826,[-1727.   4023.5 10520.  ...  -459.5  -682.5  -847.5],children_playing
1827,[ 7641.5  6824.   5946.5 ... -1875.  -1841.5 -1616. ],children_playing
1828,[ 567.   190.5  388.5 ... 1111.  2061.5 3782. ],jackhammer
1829,[1430.  1774.   573.  ... 1478.  2851.5 3890. ],jackhammer
1830,[ 706.5   -3.  -144.  ...  992.5 2269.5 2803.5],jackhammer
1831,[ -565.5  -493.   -185.5 ...  -824.5 -1551.  -1534.5],jackhammer
1832,[  834.    877.    976.5 ... -1837.  -1673.  -1342. ],jackhammer
1833,[2157.   925.  -364.  ...   -5.5  481.5  924. ],jackhammer
1834,[-1612.5 -1314.   -126.5 ...   101.5   -66.5  -180.5],jackhammer
1835,[  3.5   5.    2.  ...   5.5  -0.5 -16. ],gun_shot
1836,[-15.  -31.  -30.5 ...  13.    9.    9.5],gun_shot
1837,[ 41.5  26.5  35.5 ... -45.5 -35.5 -31. ],gun_shot
1838,[ 0.  -1.  -0.5 ...  7.   9.5  9.5],gun_shot
1839,[12.  14.  12.5 ... 13.  13.5 13.5],gun_shot
1840,[14.  15.  14.  ... 11.5 10.5 12. ],gun_shot
1841,[   1.     9.     8.  ...  -95.5 -100.5 -102. ],gun_shot
1842,[-95.  -82.5 -76.5 ...  77.   74.   72.5],gun_shot
1843,[13.5 -2.  -7.  ... -8.5 -5.5 -2.5],gun_shot
1844,[ -2.   -1.   -2.5 ... -14.  -13.  -14. ],gun_shot
